web_scraper_order,web_scraper_start_url,containers_url2,types_chaussures,prix,adresse,image_lien
"1766756547-605","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5609232","Chaussures hommes","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5609232_uploaded_image1_1762455930.jpg""); width: 671px;"
"1766756549-606","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5610109","Chaussures  homme","6 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5610109_uploaded_image1_1762509011.jpg""); width: 605px;"
"1766756552-607","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sneakers-homme-5610449","Sneakers homme","15 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5610449_uploaded_image1_1762521706.jpg""); width: 543px;"
"1766756554-608","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-5610456","Chaussures en cuir","16 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5610456_uploaded_image1_1762521928.jpg""); width: 543px;"
"1766756556-609","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sandale-orthopedique-birkenstock-5569336","Sandale Orthopédique Birkenstock","29 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5569336_uploaded_image1_1760194310.jpg""); width: 433px;"
"1766756559-610","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-5613411","Baskets Nike","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5613411_uploaded_image1_1762726719.jpg""); width: 545px;"
"1766756562-611","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5616009","Babouches  homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5616009_uploaded_image1_1762860359.jpg""); width: 591px;"
"1766756564-612","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5616251","Babouches  homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5616251_uploaded_image1_1762866056.jpg""); width: 591px;"
"1766756566-613","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/balenciaga-5618425","Balenciaga","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5618425_uploaded_image1_1762956121.jpg""); width: 425px;"
"1766756573-614","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5618698","Babouches  homme","10 000 CFA","Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5618698_uploaded_image1_1762962167.jpg""); width: 374px;"
"1766756575-615","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5618775","Babouches  homme","18 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5618775_uploaded_image1_1762964709.jpg""); width: 591px;"
"1766756578-616","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/tapettes-homme-5618783","Tapettes homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5618783_uploaded_image1_1762964858.jpg""); width: 591px;"
"1766756580-617","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-5619673","Babouches  homme","10 000 CFA","Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5619673_uploaded_image1_1763023060.jpg""); width: 374px;"
"1766756583-618","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5621182","Chaussures homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5621182_uploaded_image1_1763077582.jpg""); width: 545px;"
"1766756585-619","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hugo-boss-5622144","Chaussures Hugo Boss","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5622144_uploaded_image1_1763141369.jpg""); width: 545px;"
"1766756587-620","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5623102","Chaussures  homme","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5623102_uploaded_image1_1763203756.jpg""); width: 422px;"
"1766756590-621","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-pour-homme-5624803","Chaussures en cuir pour homme","10 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5624803_uploaded_image1_1763314804.jpg""); width: 488px;"
"1766756592-622","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5625915","Chaussures  homme","15 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5625915_uploaded_image1_1763379573.jpg""); width: 374px;"
"1766756595-623","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5627951","Sandales homme","8 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5627951_uploaded_image1_1763472221.jpg""); width: 642px;"
"1766756597-624","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-daim-zara-5630025","Chaussures en daim Zara","25 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5630025_uploaded_image1_1763560555.jpg""); width: 413px;"
"1766756599-625","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asics-5630752","Baskets Asics","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5630752_uploaded_image1_1763589625.jpg""); width: 422px;"
"1766756626-626","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5637204","Chaussures homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5637204_uploaded_image2_1763926350.jpeg""); width: 545px;"
"1766756631-627","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640258","Chaussures  homme","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5640258_uploaded_image1_1764076664.jpg""); width: 577px;"
"1766756633-628","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640260","Chaussures  homme","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5640260_uploaded_image1_1764076783.jpg""); width: 577px;"
"1766756636-629","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640318","Chaussures  homme","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5640318_uploaded_image1_1764078147.jpg""); width: 422px;"
"1766756638-630","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5640323","Chaussures  homme","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5640323_uploaded_image1_1764078277.jpg""); width: 422px;"
"1766756640-631","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5642098","Chaussures  homme","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5642098_uploaded_image1_1764157446.jpg""); width: 422px;"
"1766756643-632","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-avec-chapeau-5646401","Chaussures avec chapeau","8 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5646401_uploaded_image1_1764371645.jpg""); width: 380px;"
"1766756645-633","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-avec-chapeau-5646405","Chaussures avec chapeau","8 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5646405_uploaded_image1_1764371847.jpg""); width: 380px;"
"1766756649-634","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-friperie-5647291","Chaussures Friperie","4 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5647291_uploaded_image1_1764432742.jpg""); width: 521px;"
"1766756651-635","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louis-vuitton-5653840","Chaussures Louis Vuitton","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5653840_uploaded_image1_1764763564.jpg""); width: 545px;"
"1766756654-636","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nocta-5653847","Baskets Nocta","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5653847_uploaded_image1_1764763835.jpg""); width: 545px;"
"1766756656-637","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654945","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5654945_uploaded_image1_1764813406.jpg""); width: 374px;"
"1766756659-638","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654962","Chaussures  homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5654962_uploaded_image1_1764815112.jpg""); width: 671px;"
"1766756661-639","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5654964","Chaussures homme","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5654964_uploaded_image1_1764815249.jpg""); width: 539px;"
"1766756663-640","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5656226","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5656226_uploaded_image1_1764870869.jpg""); width: 440px;"
"1766756666-641","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-5656286","Baskets Nike","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5656286_uploaded_image1_1764873140.jpg""); width: 422px;"
"1766756668-642","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-95-5609154","Baskets Nike Air Max 95","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5609154_uploaded_image1_1762451266.jpg""); width: 424px;"
"1766756671-643","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5658676","Chaussures  homme","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5658676_uploaded_image1_1765012272.jpg""); width: 422px;"
"1766756683-644","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-5659090","Chaussures Berluti","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5659090_uploaded_image1_1765032457.jpg""); width: 577px;"
"1766756686-645","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5659092","Chaussures hommes","15 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5659092_uploaded_image1_1765032622.jpg""); width: 577px;"
"1766756689-646","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5661667","Chaussures  homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5661667_uploaded_image1_1765194718.jpg""); width: 532px;"
"1766756692-647","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5661669","Chaussures  homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5661669_uploaded_image1_1765194788.jpg""); width: 532px;"
"1766756694-648","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5661671","Chaussures  homme","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5661671_uploaded_image1_1765194838.jpg""); width: 532px;"
"1766756697-649","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5661677","Chaussures  homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5661677_uploaded_image1_1765195040.jpg""); width: 532px;"
"1766756699-650","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5661679","Chaussures homme","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5661679_uploaded_image1_1765195127.jpg""); width: 532px;"
"1766756701-651","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5662016","Chaussures homme","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5662016_uploaded_image1_1765206011.jpg""); width: 629px;"
"1766756704-652","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5662466","Chaussures hommes","17 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5662466_uploaded_image1_1765222050.jpg""); width: 577px;"
"1766756707-653","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-5662700","Baskets homme","6 500 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5662700_uploaded_image2_1765231883.jpeg""); width: 488px;"
"1766756709-654","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-croco-5662701","Mocassins Croco","5 500 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5662701_uploaded_image1_1765232143.jpg""); width: 488px;"
"1766756711-655","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-orthopedique-5662788","Sandales orthopédique","15 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5662788_uploaded_image1_1765241793.jpg""); width: 539px;"
"1766756714-656","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5662790","Baskets Adidas","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5662790_uploaded_image1_1765241874.jpg""); width: 539px;"
"1766756716-657","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5662799","Chaussures  homme","30 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5662799_uploaded_image1_1765242068.jpg""); width: 539px;"
"1766756718-658","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5662809","Chaussures  homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5662809_uploaded_image1_1765242541.jpg""); width: 671px;"
"1766756721-659","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5662812","Chaussures  homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5662812_uploaded_image1_1765242670.jpg""); width: 671px;"
"1766756723-660","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5663265","Sandales homme","3 500 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5663265_uploaded_image1_1765271794.jpg""); width: 536px;"
"1766756726-661","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5663585","Chaussures homme","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5663585_uploaded_image1_1765284255.jpg""); width: 422px;"
"1766756728-662","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5663750","Chaussures homme","70 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5663750_uploaded_image1_1765287759.jpg""); width: 374px;"
"1766756730-663","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5664827","Chaussures  homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5664827_uploaded_image1_1765327495.jpg""); width: 545px;"
"1766756733-664","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5668243","Chaussures homme","10 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5668243_uploaded_image1_1765485052.jpg""); width: 521px;"
"1766756736-665","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-5670337","Chaussures Timberland","35 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5670337_uploaded_image1_1765587558.jpg""); width: 545px;"
"1766756739-666","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5670338","Chaussures homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5670338_uploaded_image1_1765587712.jpg""); width: 545px;"
"1766756742-667","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-hommes-5670966","Sandales hommes","20 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5670966_uploaded_image1_1765632751.jpg""); width: 374px;"
"1766756744-668","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5671802","Chaussures  homme","13 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5671802_uploaded_image1_1765707912.jpg""); width: 559px;"
"1766756747-669","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-b30-5675946","Baskets Dior B30","28 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5675946_uploaded_image1_1765915137.jpg""); width: 585px;"
"1766756749-670","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-vans-old-skool-5675964","Baskets Vans Old Skool","22 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5675964_uploaded_image1_1765915814.jpg""); width: 585px;"
"1766756752-671","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5678764","Chaussures  homme","17 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5678764_uploaded_image1_1766057124.jpg""); width: 517px;"
"1766756754-672","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5678785","Chaussures  homme","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5678785_uploaded_image1_1766057863.jpg""); width: 517px;"
"1766756757-673","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-berlutti-5679637","Chaussures de ville Berlutti","17 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5679637_uploaded_image1_1766094709.jpg""); width: 517px;"
"1766756761-674","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5680272","Chaussures  homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5680272_uploaded_image1_1766140107.jpg""); width: 517px;"
"1766756764-675","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-5680600","Chaussures Timberland","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5680600_uploaded_image1_1766150893.jpg""); width: 542px;"
"1766756766-676","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5682378","Chaussures homme","22 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5682378_uploaded_image1_1766244875.jpg""); width: 533px;"
"1766756769-677","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-5682382","Baskets homme","22 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5682382_uploaded_image1_1766244995.jpg""); width: 533px;"
"1766756771-678","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5682391","Chaussures homme","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5682391_uploaded_image1_1766245145.jpg""); width: 533px;"
"1766756774-679","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5683536","Baskets New Balance","15 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5683536_uploaded_image1_1766325755.jpg""); width: 374px;"
"1766756809-680","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-5683541","Chaussures en cuir","17 000 CFA","Almadies 2, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5683541_uploaded_image1_1766326033.jpg""); width: 374px;"
"1766756811-681","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5684967","Chaussures hommes","12 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/5684967_uploaded_image1_1766411263.jpg""); width: 522px;"
"1766756814-682","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-5684984","Baskets homme","23 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5684984_uploaded_image1_1766412191.jpg""); width: 533px;"
"1766756817-683","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5686359","Chaussures  homme","16 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5686359_uploaded_image1_1766491043.jpg""); width: 517px;"
"1766756819-684","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5686549","Chaussures  homme","10 000 CFA","Mariste, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5686549_uploaded_image1_1766499161.jpg""); width: 444px;"
"1766756822-685","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/nike-shox-r4-5683579","Nike shox r4","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5683579_uploaded_image1_1766328567.jpg""); width: 424px;"
"1766756825-686","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-nocta-5688212","Baskets Nike Nocta","30 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5688212_uploaded_image1_1766588802.jpg""); width: 424px;"
"1766756828-687","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-nocta-5688215","Baskets Nike nocta","30 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5688215_uploaded_image1_1766588855.jpg""); width: 424px;"
"1766756830-688","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-nocta-5688217","Baskets Nike Nocta","30 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5688217_uploaded_image1_1766588906.jpg""); width: 424px;"
"1766756833-689","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/jordan-11-5682349","Jordan 11","23 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5682349_uploaded_image1_1766243825.jpg""); width: 424px;"
"1766756836-690","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5662321","Baskets New Balance","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5662321_uploaded_image1_1765216328.jpg""); width: 424px;"
"1766756839-691","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/asic-5685339","Asic","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5685339_uploaded_image1_1766430531.jpg""); width: 424px;"
"1766756843-692","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","https://sn.coinafrique.com/annonce/chaussures-homme/asic-1130-5685340","Asic 1130","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5685340_uploaded_image1_1766430589.jpg""); width: 424px;"
