web_scraper_order,web_scraper_start_url,containers_url2,types_chaussures,prix,adresse,image_lien
"1766754394-1","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-adidas-5187107","Chaussure Adidas","15 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5187107_uploaded_image1_1739630380.jpg""); width: 543px;"
"1766754397-2","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louis-vuitton-5140176","Chaussures Louis Vuitton","40 000 CFA","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5140176_uploaded_image1_1737136642.jpg""); width: 484px;"
"1766754399-3","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-dior-b22-5187627","Chaussures Dior b22","27 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5187627_uploaded_image1_1739657463.jpg""); width: 424px;"
"1766754402-4","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-5188393","Chaussures Nike","35 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5188393_uploaded_image1_1739721997.jpg""); width: 377px;"
"1766754405-5","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-t-45-5188402","Baskets  Nike T 45","35 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5188402_uploaded_image1_1739722646.jpg""); width: 377px;"
"1766754407-6","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-5149739","Chaussures en cuir","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5149739_uploaded_image1_1737648314.jpg""); width: 671px;"
"1766754410-7","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-5191469","Chaussures Adidas","23 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5191469_uploaded_image1_1739887825.jpg""); width: 539px;"
"1766754413-8","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberlands-5191477","Chaussures Timberlands","22 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5191477_uploaded_image1_1739887936.jpg""); width: 539px;"
"1766754416-9","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5193216","Chaussures homme","20 000 CFA","Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5193216_uploaded_image1_1739972583.jpg""); width: 588px;"
"1766754418-10","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5193398","Chaussures homme","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5193398_uploaded_image1_1739980600.jpg""); width: 558px;"
"1766754421-11","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nikes-5194100","Baskets Nikes","15 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5194100_uploaded_image1_1740005290.jpg""); width: 585px;"
"1766754424-12","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5194113","Chaussures homme","15 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5194113_uploaded_image1_1740005785.jpg""); width: 585px;"
"1766754427-13","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-5196227","Chaussures orthopédiques","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5196227_uploaded_image1_1740125424.jpg""); width: 496px;"
"1766754429-14","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-en-cuir-5199034","Chaussures orthopédiques en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5199034_uploaded_image2_1740297852.jpeg""); width: 496px;"
"1766754432-15","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5201240","Chaussures homme","18 000 CFA","Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5201240_uploaded_image1_1740420138.jpg""); width: 449px;"
"1766754435-16","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5204177","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5204177_uploaded_image1_1740577674.jpg""); width: 381px;"
"1766754437-17","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-bags-hommes-5206098","Chaussure Bags hommes","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5206098_uploaded_image1_1740677576.jpg""); width: 547px;"
"1766754440-18","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5207396","Chaussures homme","15 000 CFA","Sicap foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5207396_uploaded_image1_1740754081.jpg""); width: 549px;"
"1766754442-19","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5208400","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5208400_uploaded_image1_1740815227.jpg""); width: 496px;"
"1766754445-20","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-burberry-5209446","Sandales Burberry","20 000 CFA","Sicap foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5209446_uploaded_image1_1740862392.jpg""); width: 391px;"
"1766754448-21","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-buberry-5209483","Sandales Bubérry","20 000 CFA","Sicap foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5209483_uploaded_image1_1740863567.jpg""); width: 391px;"
"1766754450-22","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-louis-vuitton-5210576","Baskets Louis Vuitton","20 000 CFA","Sicap foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5210576_uploaded_image1_1740941577.jpg""); width: 391px;"
"1766754452-23","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-one-rob-5210809","Baskets Air Force One Rob","17 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5210809_uploaded_image1_1740953549.jpg""); width: 424px;"
"1766754455-24","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5210812","Baskets  New Balance","27 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5210812_uploaded_image1_1740953669.jpg""); width: 424px;"
"1766754457-25","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5214615","Sandales homme","8 500 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5214615_uploaded_image2_1741112696.jpeg""); width: 535px;"
"1766754460-26","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5217317","Chaussures hommes","13 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5217317_uploaded_image1_1741251254.jpg""); width: 577px;"
"1766754462-27","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5217390","Chaussures hommes","10 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5217390_uploaded_image1_1741253159.jpg""); width: 577px;"
"1766754465-28","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-3-5218624","Baskets Jordan 3","22 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5218624_uploaded_image1_1741294801.jpg""); width: 424px;"
"1766754467-29","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5220251","Chaussures homme","15 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5220251_uploaded_image1_1741370705.jpg""); width: 440px;"
"1766754470-30","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-5220270","Baskets homme","17 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5220270_uploaded_image1_1741371390.jpg""); width: 440px;"
"1766754475-31","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5177843","Baskets Adidas","15 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5177843_uploaded_image1_1739130312.jpg""); width: 465px;"
"1766754477-32","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-parada-milano-5177848","Chaussures Parada Milano","16 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5177848_uploaded_image1_1739130539.jpg""); width: 465px;"
"1766754480-33","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5222481","Chaussures homme","8 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5222481_uploaded_image2_1741519989.jpeg""); width: 670px;"
"1766754482-34","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-dior-5179616","Chaussures  homme Dior","20 000 CFA","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5179616_uploaded_image1_1739215885.jpg""); width: 420px;"
"1766754485-35","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5226470","Sandales homme","12 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5226470_uploaded_image1_1741695937.jpg""); width: 664px;"
"1766754488-36","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5226818","Chaussures homme","15 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5226818_uploaded_image1_1741705646.jpg""); width: 393px;"
"1766754490-37","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5228727","Chaussures Unisexe","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5228727_uploaded_image1_1741792966.jpg""); width: 671px;"
"1766754493-38","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231062","Chaussures homme","10 000 CFA","Touba, Sénégal","background-image: url(""https://images.coinafrique.com/5231062_uploaded_image1_1741909010.jpg""); width: 547px;"
"1766754495-39","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-5231306","Mocassins homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5231306_uploaded_image1_1741922306.jpg""); width: 539px;"
"1766754498-40","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5231308","Chaussures hommes","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5231308_uploaded_image1_1741922409.jpg""); width: 539px;"
"1766754501-41","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-new-balance-5231310","Chaussures hommes new balance","29 900 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5231310_uploaded_image1_1741922540.jpg""); width: 539px;"
"1766754504-42","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-rases-5231311","Chaussures Timberland rasés","20 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5231311_uploaded_image1_1741922689.jpg""); width: 539px;"
"1766754506-43","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231313","Chaussures homme","22 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5231313_uploaded_image1_1741922943.jpg""); width: 671px;"
"1766754509-44","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordans-5231315","Chaussures Jordans","28 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5231315_uploaded_image1_1741923032.jpg""); width: 671px;"
"1766754511-45","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5231320","Chaussures hommes","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5231320_uploaded_image1_1741923376.jpg""); width: 671px;"
"1766754515-46","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5231856","Chaussures homme","7 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/5231856_uploaded_image1_1741953647.jpg""); width: 624px;"
"1766754518-47","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5232564","Chaussures homme","7 000 CFA","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/5232564_uploaded_image1_1741979949.jpg""); width: 624px;"
"1766754521-48","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-one-5233911","Baskets Air Force One","17 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5233911_uploaded_image1_1742064967.jpg""); width: 561px;"
"1766754523-49","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-pour-homme-5233956","Sandales pour homme","7 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5233956_uploaded_image1_1742068339.jpg""); width: 543px;"
"1766754525-50","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5233958","Chaussures Unisexe","7 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5233958_uploaded_image1_1742068527.jpg""); width: 543px;"
"1766754528-51","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-unisexe-5233961","Chaussures Unisexe","17 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5233961_uploaded_image1_1742068698.jpg""); width: 543px;"
"1766754530-52","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5234076","Chaussures homme","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5234076_uploaded_image1_1742075201.jpg""); width: 425px;"
"1766754533-53","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5234080","Chaussures homme","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5234080_uploaded_image1_1742075289.jpg""); width: 425px;"
"1766754536-54","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5235403","Sandales homme","8 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5235403_uploaded_image1_1742168721.jpg""); width: 517px;"
"1766754575-55","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5237655","Chaussures hommes","12 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5237655_uploaded_image2_1742284734.jpeg""); width: 422px;"
"1766754578-56","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5239408","Chaussures homme","12 000 CFA","Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/5239408_uploaded_image1_1742345593.jpg""); width: 671px;"
"1766754586-57","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5243960","Chaussures homme","30 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5243960_uploaded_image1_1742572103.jpg""); width: 621px;"
"1766754591-58","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-5247013","Baskets Nike Air","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5247013_uploaded_image1_1742754363.jpg""); width: 438px;"
"1766754593-59","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-1000-5247024","Baskets New Balance 1000","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5247024_uploaded_image1_1742754677.jpg""); width: 438px;"
"1766754596-60","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-5247027","Baskets Nike TN","16 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5247027_uploaded_image1_1742754840.jpg""); width: 438px;"
"1766754599-61","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-5247335","Chaussures Berluti","20 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5247335_uploaded_image1_1742773069.jpg""); width: 438px;"
"1766754601-62","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-5248156","Chaussures Timberland","14 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5248156_uploaded_image1_1742815132.jpg""); width: 628px;"
"1766754605-63","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-new-balance-5248491","Chaussures New balance","25 000 CFA","Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/5248491_uploaded_image1_1742826946.jpg""); width: 542px;"
"1766754607-64","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-5248498","Chaussures Berluti","25 000 CFA","Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/5248498_uploaded_image1_1742827140.jpg""); width: 542px;"
"1766754610-65","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-zoom-5248604","Baskets Nike Zoom","14 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5248604_uploaded_image1_1742831644.jpg""); width: 415px;"
"1766754612-66","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-5248606","Chaussures Timberland","18 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5248606_uploaded_image1_1742831737.jpg""); width: 415px;"
"1766754615-67","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-boss-5248608","Chaussures Boss","30 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5248608_uploaded_image1_1742831838.jpg""); width: 415px;"
"1766754617-68","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-5248723","Baskets New Balance","16 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5248723_uploaded_image1_1742835691.jpg""); width: 415px;"
"1766754620-69","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-5249008","Baskets homme","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5249008_uploaded_image1_1742848944.jpg""); width: 621px;"
"1766754623-70","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-5249158","Baskets homme","25 000 CFA","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5249158_uploaded_image1_1742856533.jpg""); width: 550px;"
"1766754626-71","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5249173","Chaussures homme","25 000 CFA","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5249173_uploaded_image2_1742857458.jpeg""); width: 550px;"
"1766754628-72","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5249189","Chaussures homme","25 000 CFA","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5249189_uploaded_image1_1742857796.jpg""); width: 550px;"
"1766754631-73","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-95-5250339","Baskets Nike Air Max 95","19 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5250339_uploaded_image1_1742916939.jpg""); width: 415px;"
"1766754633-74","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5250867","Chaussures homme","17 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5250867_uploaded_image1_1742945140.jpg""); width: 440px;"
"1766754636-75","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5251791","Chaussures homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5251791_uploaded_image1_1742999110.jpg""); width: 374px;"
"1766754638-76","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-marakich-5251851","Babouches Marakich","123 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5251851_uploaded_image1_1743001414.jpg""); width: 551px;"
"1766754640-77","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-marocain-5252737","Babouches marocain","10 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5252737_uploaded_image1_1743045830.jpg""); width: 438px;"
"1766754643-78","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5253687","Chaussures homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5253687_uploaded_image1_1743092167.jpg""); width: 531px;"
"1766754645-79","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5253716","Chaussures homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5253716_uploaded_image1_1743093416.jpg""); width: 531px;"
"1766754653-80","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-5254169","Sandales homme","7 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5254169_uploaded_image2_1743118437.jpeg""); width: 671px;"
"1766754656-81","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5254215","Chaussures homme","12 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5254215_uploaded_image1_1743124170.jpg""); width: 410px;"
"1766754659-82","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5257271","Chaussures homme","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5257271_uploaded_image1_1743344514.jpg""); width: 545px;"
"1766754663-83","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-mocassin-5257283","Chaussures Mocassin","25 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5257283_uploaded_image1_1743345206.jpg""); width: 545px;"
"1766754667-84","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-chunky-loafers-5257518","Mocassins Chunky Loafers","75 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5257518_uploaded_image1_1743359463.jpg""); width: 374px;"
"1766754711-85","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5267715","Chaussures homme","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5267715_uploaded_image1_1743890662.jpg""); width: 424px;"
"1766754719-86","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-5269413","Chaussures hommes","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5269413_uploaded_image1_1744009328.jpg""); width: 539px;"
"1766754724-87","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5273973","Chaussures homme","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5273973_uploaded_image1_1744209028.jpg""); width: 415px;"
"1766754727-88","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/sneakers-nike-vapormax-2026-5274646","Sneakers Nike Vapormax 2026","45 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5274646_uploaded_image1_1744236593.jpg""); width: 475px;"
"1766754729-89","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-balanciaga-5275448","Sandales Balanciaga","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/5275448_uploaded_image1_1744291597.jpg""); width: 605px;"
