web_scraper_order,web_scraper_start_url,vetement_enfants,types_habits,prix,adresse,image_lien
"1766966894-1","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-costume-enfant-723992","Ensemble costume enfant","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/723992_uploaded_image1_1562586931.16.png""); width: 604px;"
"1766966897-2","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-costume-enfant-724000","Ensemble costume enfant","25 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724000_uploaded_image1_1562587045.77.png""); width: 604px;"
"1766966900-3","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-724043","Ensemble pour enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724043_uploaded_image1_1562587503.48.png""); width: 604px;"
"1766966904-4","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-724047","Tenue enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724047_uploaded_image1_1562587553.26.png""); width: 604px;"
"1766966907-5","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-pour-enfant-724052","Tenue pour enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724052_uploaded_image1_1562587604.4.png""); width: 604px;"
"1766966910-6","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-724054","Tenue enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724054_uploaded_image1_1562587650.41.png""); width: 604px;"
"1766966914-7","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-724057","Tenue Enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724057_uploaded_image1_1562587700.41.png""); width: 604px;"
"1766966916-8","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenues-enfant-724060","Tenues enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724060_uploaded_image1_1562587746.67.png""); width: 604px;"
"1766966919-9","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenues-enfant-724072","Tenues enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724072_uploaded_image1_1562587876.78.png""); width: 604px;"
"1766966923-10","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-pour-enfant-724081","Tenue pour enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724081_uploaded_image1_1562588040.19.png""); width: 604px;"
"1766966925-11","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-pour-enfant-724091","Tenue pour enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724091_uploaded_image1_1562588225.16.png""); width: 604px;"
"1766966934-12","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-pour-enfant-724102","Tenue pour enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724102_uploaded_image2_1562588582.95.png""); width: 604px;"
"1766966937-13","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-pour-enfant-724109","Tenue pour enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724109_uploaded_image1_1562588631.85.png""); width: 604px;"
"1766966940-14","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-724113","Tenue enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724113_uploaded_image1_1562588710.7.png""); width: 604px;"
"1766966942-15","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-724115","Tenue enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724115_uploaded_image1_1562588760.4.png""); width: 604px;"
"1766966945-16","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-pour-enfant-724122","Tenue pour enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724122_uploaded_image1_1562588821.84.png""); width: 604px;"
"1766966948-17","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-724128","Tenue enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724128_uploaded_image1_1562588912.66.png""); width: 604px;"
"1766966950-18","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-724130","Tenue enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724130_uploaded_image1_1562588990.25.png""); width: 604px;"
"1766966953-19","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-pour-enfant-724135","Tenue pour enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724135_uploaded_image1_1562589070.16.png""); width: 604px;"
"1766966955-20","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-pour-enfant-724138","Tenue pour enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724138_uploaded_image1_1562589114.05.png""); width: 604px;"
"1766966958-21","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-724143","Tenue enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724143_uploaded_image1_1562589274.19.png""); width: 604px;"
"1766966961-22","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-724146","Tenue enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/724146_uploaded_image1_1562589336.01.png""); width: 604px;"
"1766966963-23","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/abaya-enfant-speciale-tabaski-725848","Abaya enfant Spéciale Tabaski","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/725848_uploaded_image1_1562624169.32.png""); width: 404px;"
"1766966966-24","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/abaya-enfant-2-ans-5-ans-727626","Abaya enfant 2 ans - 5 ans","18 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/727626_uploaded_image1_1562678215.71.png""); width: 404px;"
"1766966969-25","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/costume-enfant-735207","Costume enfant","20 000 CFA","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/735207_uploaded_image1_1562852018.04.png""); width: 575px;"
"1766966971-26","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/couches-et-vetements-enfants-735868","Couches et vêtements enfants","8 000 CFA","Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/735868_uploaded_image1_1562861740.96.png""); width: 395px;"
"1766966974-27","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfant-739801","Robe pour enfant","35 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/739801_uploaded_image1_1562946241.61.png""); width: 618px;"
"1766966977-28","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-752408","Blouson enfant","18 000 CFA","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/752408_uploaded_image1_1563349196.32.png""); width: 575px;"
"1766966979-29","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/costume-enfant-752448","Costume enfant","20 000 CFA","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/752448_uploaded_image1_1563350256.56.png""); width: 575px;"
"1766966982-30","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/jolies-robes-en-wax-1011524","Jolies robes en wax","8 000 CFA","Sénégal","background-image: url(""https://images.coinafrique.com/afrikannonce_1011524_uploaded_image1_1569956569.73.jpg""); width: 374px;"
"1766966985-31","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/robe-brodee-enfant-1011523","Robe brodée enfant","12 000 CFA","Sénégal","background-image: url(""https://images.coinafrique.com/afrikannonce_1011523_uploaded_image1_1569956567.47.jpg""); width: 374px;"
"1766966987-32","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","https://sn.coinafrique.com/annonce/vetements-enfants/robes-toute-mimi-pour-enfants-1011525","Robes toute mimi pour enfants","10 000 CFA","Sénégal","background-image: url(""https://images.coinafrique.com/afrikannonce_1011525_uploaded_image1_1569956572.46.jpg""); width: 374px;"
"1766966997-33","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/joggings-filles-760586","Joggings filles","3 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/760586_uploaded_image1_1563527322.48.png""); width: 492px;"
"1766967000-34","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-760595","Robe enfant","10 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/760595_uploaded_image1_1563527531.24.png""); width: 492px;"
"1766967004-35","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-avec-petite-traine-760597","Robe avec petite traîne","12 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/760597_uploaded_image1_1563527596.64.png""); width: 492px;"
"1766967007-36","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-760599","Ensemble fille","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/760599_uploaded_image1_1563527651.42.png""); width: 492px;"
"1766967009-37","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-chic-pour-bebe-760600","Ensemble chic pour bébé","10 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/760600_uploaded_image1_1563527705.83.png""); width: 492px;"
"1766967012-38","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-avec-sacoche-760606","Robe avec sacoche","10 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/760606_uploaded_image1_1563527782.19.png""); width: 492px;"
"1766967014-39","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-762906","Vêtements enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/762906_uploaded_image1_1563574544.52.png""); width: 386px;"
"1766967017-40","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-765637","Djellaba Enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/765637_uploaded_image1_1563665776.21.png""); width: 550px;"
"1766967019-41","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-765640","Djellaba Enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/765640_uploaded_image1_1563665850.78.png""); width: 550px;"
"1766967022-42","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-765642","Vêtements enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/765642_uploaded_image1_1563665910.22.png""); width: 550px;"
"1766967024-43","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/costume-enfant-766149","Costume Enfant","20 000 CFA","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/766149_uploaded_image1_1563699401.63.png""); width: 575px;"
"1766967027-44","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/costume-enfant-766156","Costume enfant","20 000 CFA","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/766156_uploaded_image1_1563699576.64.png""); width: 575px;"
"1766967030-45","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robes-766924","Robes","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/766924_uploaded_image1_1563733037.86.png""); width: 416px;"
"1766967033-46","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-770101","Robes enfants","Prix sur demande","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/770101_uploaded_image1_1563822944.92.png""); width: 394px;"
"1766967036-47","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/tee-shirt-772515","Tee-shirt","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/772515_uploaded_image1_1563884937.81.png""); width: 540px;"
"1766967039-48","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-772900","Vêtement enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/772900_uploaded_image1_1563888684.79.png""); width: 517px;"
"1766967041-49","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-772928","Vêtement enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/772928_uploaded_image1_1563888978.63.png""); width: 517px;"
"1766967044-50","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-enfant-772978","Habillement enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/772978_uploaded_image1_1563889449.35.png""); width: 517px;"
"1766967046-51","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-774803","Vêtements bébé","Prix sur demande","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/774803_uploaded_image1_1563928268.84.png""); width: 575px;"
"1766967049-52","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-774806","Vêtements bébé","Prix sur demande","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/774806_uploaded_image1_1563928347.37.png""); width: 575px;"
"1766967051-53","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robes-pour-enfant-774840","Robes pour enfant","Prix sur demande","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/774840_uploaded_image1_1563929589.59.png""); width: 394px;"
"1766967054-54","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-774845","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/774845_uploaded_image1_1563929744.94.png""); width: 394px;"
"1766967056-55","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-776065","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/776065_uploaded_image1_1563965793.55.png""); width: 394px;"
"1766967060-56","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-776078","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/776078_uploaded_image1_1563965884.05.png""); width: 394px;"
"1766967062-57","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-776102","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/776102_uploaded_image1_1563966374.5.png""); width: 394px;"
"1766967064-58","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-776951","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/776951_uploaded_image1_1563976809.34.png""); width: 604px;"
"1766967067-59","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-776960","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/776960_uploaded_image1_1563976874.21.png""); width: 604px;"
"1766967069-60","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-777011","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777011_uploaded_image1_1563977395.81.png""); width: 604px;"
"1766967072-61","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-777013","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777013_uploaded_image1_1563977453.51.png""); width: 604px;"
"1766967074-62","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-777015","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777015_uploaded_image1_1563977489.37.png""); width: 604px;"
"1766967077-63","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-777019","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777019_uploaded_image1_1563977556.39.png""); width: 604px;"
"1766967079-64","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-777023","Vêtement enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777023_uploaded_image1_1563977622.42.png""); width: 604px;"
"1766967082-65","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-777027","Vêtement enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777027_uploaded_image1_1563977675.97.png""); width: 604px;"
"1766967109-66","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-777036","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777036_uploaded_image1_1563977800.29.png""); width: 604px;"
"1766967116-67","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-777117","Robe","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777117_uploaded_image1_1563978670.23.png""); width: 604px;"
"1766967120-68","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-777129","Robe","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777129_uploaded_image1_1563978782.04.png""); width: 604px;"
"1766967123-69","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-777133","Robe","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777133_uploaded_image1_1563978827.04.png""); width: 604px;"
"1766967125-70","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-petite-fille-777193","Robe petite fille","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777193_uploaded_image1_1563979627.11.png""); width: 604px;"
"1766967133-71","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-777414","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777414_uploaded_image1_1563982287.77.png""); width: 604px;"
"1766967135-72","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-777455","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777455_uploaded_image1_1563982643.5.png""); width: 604px;"
"1766967140-73","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-777474","Robe fillette","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777474_uploaded_image1_1563982835.05.png""); width: 604px;"
"1766967143-74","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-777479","Robe fillette","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777479_uploaded_image1_1563982898.84.png""); width: 604px;"
"1766967145-75","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-777499","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777499_uploaded_image1_1563983051.01.png""); width: 604px;"
"1766967148-76","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-777518","Robe enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777518_uploaded_image1_1563983306.57.png""); width: 604px;"
"1766967150-77","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-777530","Vêtements enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777530_uploaded_image1_1563983540.87.png""); width: 604px;"
"1766967152-78","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-biberon-5-pieces-de-garcons-en-bleu-a-partir-de-la-naissance-0-m-et-777756","Ensemble Biberon 5 Pièces de Garçons en Bleu - à partir de la naissance 0 m et +","1 900 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/777756_uploaded_image1_1563987300.49.png""); width: 470px;"
"1766967155-79","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-780854","Ensemble pour enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/780854_uploaded_image1_1564061441.75.png""); width: 647px;"
"1766967158-80","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-enfant-780901","Tenue enfant","18 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/780901_uploaded_image1_1564061950.08.png""); width: 647px;"
"1766967160-81","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/costume-enfant-789093","Costume Enfant","Prix sur demande","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/789093_uploaded_image1_1564310873.21.png""); width: 575px;"
"1766967162-82","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-794850","Vêtements enfant","Prix sur demande","Médina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/794850_uploaded_image1_1564483781.69.png""); width: 575px;"
"1766967165-83","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robes-pour-enfant-799190","Robes pour enfant","Prix sur demande","Petit-Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/799190_uploaded_image1_1564585120.62.png""); width: 407px;"
"1766967167-84","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-799192","Robe pour enfants","Prix sur demande","Petit-Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/799192_uploaded_image1_1564585177.98.png""); width: 407px;"
"1766967170-85","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-799552","Robe enfant","Prix sur demande","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/799552_uploaded_image1_1564591269.56.png""); width: 386px;"
"1766967173-86","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-garcon-799559","Ensemble garçon","Prix sur demande","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/799559_uploaded_image1_1564591431.49.png""); width: 386px;"
"1766967176-87","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-803921","Vêtements enfant","Prix sur demande","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/803921_uploaded_image1_1564729928.32.png""); width: 575px;"
"1766967178-88","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robe-getzner-enfant-808545","Robe   Getzner  enfant","20 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/808545_uploaded_image1_1564848572.85.png""); width: 497px;"
"1766967180-89","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-bazin-getzner-808553","Vêtements enfant - Bazin Getzner","20 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/808553_uploaded_image1_1564848715.66.png""); width: 497px;"
"1766967183-90","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","https://sn.coinafrique.com/annonce/vetements-enfants/robes-bazin-brode-enfant-808557","Robes bazin brodé - enfant","15 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/808557_uploaded_image1_1564848841.78.png""); width: 497px;"
