web_scraper_order,web_scraper_start_url,vetement_enfants,types_habits,prix,adresse,image_lien
"1766970396-1000","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3056583","Robe enfant","3 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3056583_uploaded_image1_1618314776.jpg""); width: 558px;"
"1766970399-1001","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056588","Pantalon enfant","2 500 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3056588_uploaded_image1_1618314847.jpg""); width: 558px;"
"1766970401-1002","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3056595","Vêtements enfants","3 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3056595_uploaded_image1_1618314916.jpg""); width: 558px;"
"1766970404-1003","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3056602","Pantalon enfant","3 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3056602_uploaded_image1_1618315072.jpg""); width: 558px;"
"1766970406-1004","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-3057300","Lacoste enfant","5 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3057300_uploaded_image1_1618332021.jpg""); width: 410px;"
"1766970408-1005","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-3061601","Ensemble bébé","7 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3061601_uploaded_image1_1618503055.jpg""); width: 592px;"
"1766970411-1006","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetement-enfant-3061615","Ensemble vêtement enfant","7 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3061615_uploaded_image1_1618503481.jpg""); width: 592px;"
"1766970413-1007","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3061627","Ensemble enfant","7 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3061627_uploaded_image1_1618503756.jpg""); width: 592px;"
"1766970415-1008","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-3067315","Grenouillère bébé","3 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3067315_uploaded_image1_1618813047.jpg""); width: 671px;"
"1766970418-1009","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/body-bebe-3067317","Body bébé","10 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3067317_uploaded_image1_1618813231.jpg""); width: 671px;"
"1766970420-1010","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3067708","Vêtements enfant","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3067708_uploaded_image1_1618829674.jpg""); width: 424px;"
"1766970422-1011","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072113","Ensemble fille","2 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3072113_uploaded_image1_1619012309.jpg""); width: 515px;"
"1766970425-1012","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-3072126","Ensemble fille","2 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3072126_uploaded_image1_1619012521.jpg""); width: 515px;"
"1766970427-1013","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-enfant-3077069","Boxer enfant","6 500 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3077069_uploaded_image1_1619214743.jpg""); width: 379px;"
"1766970429-1014","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3079390","Vêtements enfants","10 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3079390_uploaded_image3_1619366149.jpeg""); width: 441px;"
"1766970432-1015","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3083311","Ensemble enfants","1 300 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3083311_uploaded_image1_1619543622.jpg""); width: 395px;"
"1766970434-1016","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3083787","Robe fillette","Prix sur demande","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3083787_uploaded_image1_1619562155.jpg""); width: 528px;"
"1766970436-1017","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086220","Robe fillette","Prix sur demande","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3086220_uploaded_image1_1619695388.jpg""); width: 528px;"
"1766970439-1018","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086225","Robe fillette","Prix sur demande","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3086225_uploaded_image1_1619695446.jpg""); width: 528px;"
"1766970441-1019","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086229","Robe fillette","Prix sur demande","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3086229_uploaded_image1_1619695508.jpg""); width: 528px;"
"1766970443-1020","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086230","Robe fillette","Prix sur demande","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3086230_uploaded_image1_1619695571.jpg""); width: 528px;"
"1766970446-1021","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3086234","Robe fillette","Prix sur demande","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3086234_uploaded_image1_1619695623.jpg""); width: 528px;"
"1766970448-1022","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-3086770","Chemise enfant","2 500 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3086770_uploaded_image1_1619710501.jpg""); width: 558px;"
"1766970450-1023","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-3086774","Vêtement enfants","2 500 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3086774_uploaded_image1_1619710562.jpg""); width: 558px;"
"1766970476-1024","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-3086775","Chemise enfant","2 500 CFA","Colobane, Dakar, Sénégal",""
"1766970479-1025","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfants-3087186","Vêtements friperie enfants","1 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3087186_uploaded_image1_1619724786.jpg""); width: 611px;"
"1766970481-1026","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/tunique-enfant-3087733","Tunique enfant","Prix sur demande","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3087733_uploaded_image1_1619763855.jpg""); width: 374px;"
"1766970484-1027","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3088723","Robe enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3088723_uploaded_image1_1619814031.jpg""); width: 555px;"
"1766970486-1028","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-petit-garcon-3088972","Ensemble petit garçon","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3088972_uploaded_image1_1619825459.jpg""); width: 543px;"
"1766970488-1029","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/pantalons-jeans-enfants-3091181","Pantalons jeans enfants","6 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3091181_uploaded_image1_1619912235.jpg""); width: 494px;"
"1766970491-1030","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3091353","Vêtements Enfants","3 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3091353_uploaded_image1_1619918261.jpg""); width: 399px;"
"1766970493-1031","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3091356","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3091356_uploaded_image1_1619918393.jpg""); width: 399px;"
"1766970495-1032","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3091576","Robes enfant","10 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3091576_uploaded_image1_1619936893.jpg""); width: 441px;"
"1766970498-1033","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3091582","Ensemble enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3091582_uploaded_image1_1619937100.jpg""); width: 441px;"
"1766970501-1034","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/polo-enfant-3091593","Polo Enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3091593_uploaded_image1_1619937425.jpg""); width: 441px;"
"1766970503-1035","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3091597","Ensemble enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3091597_uploaded_image1_1619937516.jpg""); width: 441px;"
"1766970505-1036","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3091599","Vêtements Enfants","7 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3091599_uploaded_image3_1619937608.jpeg""); width: 441px;"
"1766970508-1037","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3091601","Robe enfant","8 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3091601_uploaded_image1_1619937730.jpg""); width: 441px;"
"1766970510-1038","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/bazin-riche-avec-broderie-3092548","Bazin riche avec broderie","18 000 CFA","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3092548_uploaded_image1_1619979222.jpg""); width: 446px;"
"1766970512-1039","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-pour-enfants-3097512","Ensembles pour enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3097512_uploaded_image1_1620164877.jpg""); width: 424px;"
"1766970515-1040","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3097519","Robes enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3097519_uploaded_image1_1620165230.jpg""); width: 424px;"
"1766970517-1041","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3097522","Robes enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3097522_uploaded_image1_1620165342.jpg""); width: 424px;"
"1766970519-1042","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-enfants-3097531","Ensembles enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3097531_uploaded_image1_1620165477.jpg""); width: 424px;"
"1766970522-1043","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3098340","Robes enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3098340_uploaded_image1_1620209467.jpg""); width: 424px;"
"1766970525-1044","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3098344","Ensemble enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3098344_uploaded_image1_1620209550.jpg""); width: 424px;"
"1766970528-1045","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-bebe-3098724","Robe pour bébé","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3098724_uploaded_image1_1620219131.jpg""); width: 379px;"
"1766970530-1046","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3100042","Vêtements enfant","Prix sur demande","Geule Tapée, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3100042_uploaded_image1_1620266770.jpg""); width: 480px;"
"1766970533-1047","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/pret-a-porter-enfants-3100941","Prêt à porter enfants","10 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3100941_uploaded_image1_1620306624.jpg""); width: 374px;"
"1766970537-1048","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3101212","Vêtements enfants","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3101212_uploaded_image1_1620313045.jpg""); width: 543px;"
"1766970562-1049","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3103497","Vêtements enfants","12 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3103497_uploaded_image2_1620407250.jpeg""); width: 570px;"
"1766970564-1050","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-friperie-3104018","Vêtements enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3104018_uploaded_image1_1620427485.jpg""); width: 558px;"
"1766970567-1051","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfants-3104022","Vêtements friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3104022_uploaded_image1_1620427612.jpg""); width: 558px;"
"1766970569-1052","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-bazin-riche-brode-fait-main-3106119","Robe bazin riche brodé fait main","15 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3106119_uploaded_image1_1620547487.jpg""); width: 532px;"
"1766970574-1053","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-3110145","Robe","15 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3110145_uploaded_image1_1620730955.jpg""); width: 532px;"
"1766970576-1054","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-3110386","Robe","15 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3110386_uploaded_image1_1620737846.jpg""); width: 532px;"
"1766970578-1055","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3113417","Robe enfant","20 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3113417_uploaded_image1_1620899489.jpg""); width: 549px;"
"1766970581-1056","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-3117591","Robe pour enfants","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3117591_uploaded_image2_1621167673.jpeg""); width: 374px;"
"1766970583-1057","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3125619","Robes enfants","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3125619_uploaded_image1_1621534794.jpg""); width: 582px;"
"1766970586-1058","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/chemises-garcon-3125676","Chemises garçon","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3125676_uploaded_image1_1621537910.jpg""); width: 582px;"
"1766970588-1059","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-garcon-3137963","Ensemble  pour garçon","4 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3137963_uploaded_image1_1622193150.jpg""); width: 592px;"
"1766970590-1060","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3138747","Vêtement enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3138747_uploaded_image1_1622223048.jpg""); width: 558px;"
"1766970592-1061","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3138750","Vêtement enfant","1 500 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3138750_uploaded_image1_1622223144.jpg""); width: 558px;"
"1766970595-1062","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3138754","Vêtements enfants","1 500 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3138754_uploaded_image1_1622223222.jpg""); width: 558px;"
"1766970597-1063","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3138756","Vêtement enfant","1 500 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3138756_uploaded_image2_1622223312.jpeg""); width: 558px;"
"1766970600-1064","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3147894","Robe  enfant","15 000 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3147894_uploaded_image1_1622636034.jpg""); width: 524px;"
"1766970610-1065","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-3153951","Ensemble bébé","4 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3153951_uploaded_image1_1622847447.jpg""); width: 592px;"
"1766970613-1066","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-ete-avec-bavoir-bebe-3156529","Ensemble été avec bavoir bébé","5 500 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3156529_uploaded_image1_1622995007.jpg""); width: 512px;"
"1766970615-1067","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-ete-3156533","Ensemble bébé été","5 500 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3156533_uploaded_image1_1622995117.jpg""); width: 512px;"
"1766970618-1068","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3160326","Vêtement enfant","30 000 CFA","Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/3160326_uploaded_image1_1623155200.jpg""); width: 556px;"
"1766970620-1069","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3163009","Vêtements enfants","4 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3163009_uploaded_image1_1623254458.jpg""); width: 542px;"
"1766970622-1070","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-3172225","Robe fillette","7 000 CFA","Cambérène, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3172225_uploaded_image1_1623704262.jpg""); width: 374px;"
"1766970625-1071","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-chemises-pantalon-friperie-enfants-3174199","Ensemble chemises + pantalon friperie enfants","3 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3174199_uploaded_image2_1623782190.jpeg""); width: 558px;"
"1766970627-1072","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-de-friperie-3174201","Jeans de friperie","2 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3174201_uploaded_image1_1623782246.jpg""); width: 558px;"
"1766970629-1073","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-friperie-enfants-3174207","Jeans friperie enfants","2 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3174207_uploaded_image1_1623782291.jpg""); width: 558px;"
"1766970632-1074","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3174209","Ensemble enfants","3 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3174209_uploaded_image1_1623782334.jpg""); width: 558px;"
"1766970634-1075","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-friperie-enfants-3174214","Robe de friperie - enfants","2 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3174214_uploaded_image1_1623782405.jpg""); width: 558px;"
"1766970636-1076","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3174216","Ensemble enfants","3 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3174216_uploaded_image1_1623782453.jpg""); width: 558px;"
"1766970639-1077","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-friperie-enfants-3174219","Robe de friperie enfants","2 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3174219_uploaded_image1_1623782525.jpg""); width: 558px;"
"1766970641-1078","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/robes-de-friperie-enfants-3174220","Robes de friperie enfants","2 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3174220_uploaded_image1_1623782572.jpg""); width: 558px;"
"1766970644-1079","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-friperie-enfants-3174224","Robe de friperie enfants","2 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3174224_uploaded_image1_1623782622.jpg""); width: 558px;"
"1766970646-1080","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-de-friperie-enfant-3174226","Jeans de friperie enfant","2 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3174226_uploaded_image1_1623782700.jpg""); width: 558px;"
"1766970648-1081","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3176544","Robes enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3176544_uploaded_image1_1623885930.jpg""); width: 560px;"
"1766970651-1082","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-fillette-3178371","Robe pour fillette","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3178371_uploaded_image1_1623973004.jpg""); width: 374px;"
"1766970653-1083","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/t-shirt-enfant-3186107","T-shirt enfant","1 500 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3186107_uploaded_image1_1624377710.jpg""); width: 589px;"
"1766970655-1084","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetement-enfants-3186113","Sous vêtement enfants","5 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3186113_uploaded_image1_1624378022.jpg""); width: 589px;"
"1766970658-1085","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetements-3186865","Ensemble vêtements","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3186865_uploaded_image1_1624408771.jpg""); width: 543px;"
"1766970660-1086","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/habits-bebe-3192618","Habits bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3192618_uploaded_image1_1624700331.jpg""); width: 374px;"
"1766970662-1087","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetement-enfant-3198270","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3198270_uploaded_image1_1625015464.jpg""); width: 404px;"
