web_scraper_order,web_scraper_start_url,chaussure_enfant,types_chaussures,prix,adresse,image_lien
"1766760230-111","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/ensemble-enfant-3032235","Ensemble enfant","12 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3032235_uploaded_image1_1617269518.jpg""); width: 592px;"
"1766760233-112","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-enfants-3036155","Baskets Nike enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3036155_uploaded_image1_1617387184.jpg""); width: 441px;"
"1766760235-113","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-air-force-enfants-3036156","Baskets Nike Air Force enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3036156_uploaded_image1_1617387240.jpg""); width: 441px;"
"1766760237-114","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfants-3036158","Baskets Jordan enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3036158_uploaded_image1_1617387289.jpg""); width: 441px;"
"1766760240-115","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-adidas-yeezy-3039797","Baskets Adidas Yeezy","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3039797_uploaded_image1_1617561525.jpg""); width: 410px;"
"1766760242-116","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3039890","Chaussures enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3039890_uploaded_image1_1617564616.jpg""); width: 410px;"
"1766760245-117","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-3039894","Mocassins enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3039894_uploaded_image1_1617564682.jpg""); width: 410px;"
"1766760247-118","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fillette-3039898","Chaussures fillette","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3039898_uploaded_image1_1617564756.jpg""); width: 410px;"
"1766760250-119","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3040948","Chaussures enfants","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3040948_uploaded_image1_1617626252.jpg""); width: 410px;"
"1766760252-120","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3040951","Chaussures Enfants","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3040951_uploaded_image1_1617626335.jpg""); width: 410px;"
"1766760254-121","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3047895","Chaussures bébé","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3047895_uploaded_image1_1617900785.jpg""); width: 497px;"
"1766760257-122","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3047901","Chaussures enfant","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3047901_uploaded_image1_1617900953.jpg""); width: 497px;"
"1766760259-123","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3047906","Chaussures enfant","10 000 CFA","Ziguinchor, Sénégal","background-image: url(""https://images.coinafrique.com/3047906_uploaded_image1_1617901111.jpg""); width: 497px;"
"1766760262-124","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-adidas-stan-smith-pour-bebe-3048378","Baskets Adidas Stan Smith pour bébé","8 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3048378_uploaded_image1_1617915277.jpg""); width: 410px;"
"1766760264-125","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3052212","Chaussures enfants","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3052212_uploaded_image1_1618089468.jpg""); width: 404px;"
"1766760266-126","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3060194","Chaussures enfants","Prix sur demande","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3060194_uploaded_image1_1618441376.jpg""); width: 466px;"
"1766760269-127","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3071128","Chaussures enfants","Prix sur demande","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3071128_uploaded_image1_1618963694.jpg""); width: 466px;"
"1766760271-128","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3071648","Chaussures enfant","5 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3071648_uploaded_image1_1619000211.jpg""); width: 671px;"
"1766760274-129","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3075527","Chaussures enfant","15 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3075527_uploaded_image1_1619145411.jpg""); width: 539px;"
"1766760276-130","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3077278","Chaussures enfants","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3077278_uploaded_image1_1619226701.jpg""); width: 539px;"
"1766760279-131","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3083915","Chaussures enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3083915_uploaded_image1_1619572325.jpg""); width: 484px;"
"1766760281-132","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3084737","Chaussures  fille","5 500 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3084737_uploaded_image1_1619615814.jpg""); width: 387px;"
"1766760283-133","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Jordan enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3085703_uploaded_image1_1619658542.jpg""); width: 441px;"
"1766760286-134","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures filles","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3085706_uploaded_image1_1619658731.jpg""); width: 441px;"
"1766760288-135","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3085707_uploaded_image1_1619658806.jpg""); width: 441px;"
"1766760291-136","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures petite fille","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3088807_uploaded_image1_1619817848.jpg""); width: 452px;"
"1766760293-137","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3088810_uploaded_image1_1619817941.jpg""); width: 452px;"
"1766760295-138","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3093302_uploaded_image1_1620011941.jpg""); width: 539px;"
"1766760298-139","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-a-talon-enfants-3095584","Chaussures à talon enfants","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3095584_uploaded_image1_1620089749.jpg""); width: 374px;"
"1766760300-140","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures fille","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3099833_uploaded_image1_1620253098.jpg""); width: 412px;"
"1766760302-141","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3100228","Chaussures enfant","50 000 CFA","Fann-Point E-Amitié, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3100228_uploaded_image1_1620285689.jpg""); width: 442px;"
"1766760305-142","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102122","Chaussures enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3102122_uploaded_image1_1620341974.jpg""); width: 539px;"
"1766760307-143","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3102417","Chaussures enfant","6 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3102417_uploaded_image1_1620371690.jpg""); width: 671px;"
"1766760310-144","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102419","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3102419_uploaded_image1_1620371811.jpg""); width: 671px;"
"1766760312-145","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3102429","Chaussures enfant","3 500 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3102429_uploaded_image1_1620372293.jpg""); width: 617px;"
"1766760315-146","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102432","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3102432_uploaded_image1_1620372465.jpg""); width: 671px;"
"1766760317-147","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102441","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3102441_uploaded_image1_1620372742.jpg""); width: 671px;"
"1766760319-148","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3105886","Chaussures enfants","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3105886_uploaded_image1_1620525968.jpg""); width: 568px;"
"1766760322-149","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crops-bebe-3106484","Chaussures crops bébé","5 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3106484_uploaded_image1_1620567535.jpg""); width: 549px;"
"1766760324-150","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3124327","Chaussures enfant","8 500 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3124327_uploaded_image1_1621494874.jpg""); width: 374px;"
"1766760326-151","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfants-3128593","Chaussures orthopédiques enfants","12 000 CFA","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3128593_uploaded_image1_1621701550.jpg""); width: 416px;"
"1766760329-152","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3136795","Chaussures bébé","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3136795_uploaded_image1_1622129786.jpg""); width: 531px;"
"1766760331-153","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3138741","Chaussures enfant","5 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3138741_uploaded_image1_1622222899.jpg""); width: 558px;"
"1766760334-154","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3138744","Chaussures enfant","5 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3138744_uploaded_image1_1622222944.jpg""); width: 558px;"
"1766760337-155","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3140539","Chaussures bébé","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3140539_uploaded_image1_1622331287.jpg""); width: 531px;"
"1766760339-156","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3141001","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3141001_uploaded_image1_1622376331.jpg""); width: 441px;"
"1766760342-157","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3141004","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3141004_uploaded_image2_1622376414.jpeg""); width: 441px;"
"1766760344-158","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3156703","Chaussures bébé","5 000 CFA","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3156703_uploaded_image1_1623001294.jpg""); width: 592px;"
"1766760346-159","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3163306","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3163306_uploaded_image1_1623261796.jpg""); width: 441px;"
"1766760349-160","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-air-jordan-enfant-3171528","Baskets Air Jordan enfant","15 000 CFA","Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3171528_uploaded_image1_1623678884.jpg""); width: 448px;"
"1766760375-161","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3196322","Baskets enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1766760378-162","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-a-talon-enfant-3202429","Chaussures à talon enfant","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3202429_uploaded_image3_1625166497.jpeg""); width: 383px;"
"1766760380-163","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3214892","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3214892_uploaded_image2_1625663433.jpeg""); width: 441px;"
"1766760383-164","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3214895","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3214895_uploaded_image1_1625663507.jpg""); width: 441px;"
"1766760385-165","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3217457","Chaussures enfant","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3217457_uploaded_image1_1625760969.jpg""); width: 497px;"
"1766760388-166","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3217486","Chaussures enfant","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3217486_uploaded_image1_1625761437.jpg""); width: 497px;"
"1766760390-167","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3217622","Chaussures enfant","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3217622_uploaded_image1_1625766711.jpg""); width: 497px;"
"1766760392-168","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3217628","Chaussures enfants","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3217628_uploaded_image1_1625766871.jpg""); width: 497px;"
"1766760400-169","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3219227","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3219227_uploaded_image1_1625842539.jpg""); width: 441px;"
"1766760402-170","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3219232","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3219232_uploaded_image1_1625842643.jpg""); width: 441px;"
"1766760404-171","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3219248","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3219248_uploaded_image1_1625842846.jpg""); width: 441px;"
"1766760407-172","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3222222","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3222222_uploaded_image1_1626008303.jpg""); width: 558px;"
"1766760409-173","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3224546","Chaussures  enfant","15 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3224546_uploaded_image1_1626108022.jpg""); width: 374px;"
"1766760411-174","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3227293","Chaussures Enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3227293_uploaded_image1_1626223659.jpg""); width: 539px;"
"1766760414-175","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/babouches-enfant-3231496","Babouches enfant","7 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3231496_uploaded_image1_1626390253.jpg""); width: 390px;"
"1766760416-176","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3247099","Chaussures enfant","15 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3247099_uploaded_image1_1627387079.jpg""); width: 458px;"
"1766760419-177","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3252340","Chaussures  fille","12 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3252340_uploaded_image1_1627653888.jpg""); width: 622px;"
"1766760421-178","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3267690","Chaussures enfant","3 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3267690_uploaded_image1_1628334320.jpg""); width: 549px;"
"1766760451-179","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3288165","Chaussures enfant","13 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3288165_uploaded_image2_1629374193.jpeg""); width: 576px;"
"1766760453-180","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3288168","Chaussures enfants","13 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3288168_uploaded_image1_1629374275.jpg""); width: 576px;"
"1766760458-181","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3305453","Chaussures enfants","2 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3305453_uploaded_image2_1630348767.jpeg""); width: 455px;"
"1766760460-182","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3312395","Chaussures enfant","13 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3312395_uploaded_image1_1630601772.jpg""); width: 576px;"
"1766760464-183","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3316031","Baskets enfants","7 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3316031_uploaded_image1_1630757466.jpg""); width: 399px;"
"1766760466-184","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-3319920","Mocassins enfant","15 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3319920_uploaded_image1_1630947708.jpg""); width: 484px;"
"1766760469-185","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3327812","Baskets enfants","7 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3327812_uploaded_image1_1631278298.jpg""); width: 399px;"
"1766760473-186","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3336753","Chaussures enfant","5 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3336753_uploaded_image1_1631736848.jpg""); width: 403px;"
"1766760501-187","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-en-daim-3354895","Mocassins enfant en daim","15 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3354895_uploaded_image2_1632752207.jpeg""); width: 591px;"
"1766760503-188","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3365662","Chaussures enfant","6 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3365662_uploaded_image1_1633268172.jpg""); width: 398px;"
"1766760508-189","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3370357","Chaussures enfants","12 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3370357_uploaded_image1_1633470461.jpg""); width: 391px;"
"1766760510-190","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3372289","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3372289_uploaded_image1_1633544246.jpg""); width: 441px;"
"1766760519-191","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfants-3378261","Chaussures orthopédiques enfants","6 500 CFA","Grand Yoff, Dakar, Sénégal",""
"1766760525-192","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-3391943","Chaussures pour enfants","12 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3391943_uploaded_image1_1634574064.jpg""); width: 391px;"
"1766760528-193","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3398164","Baskets enfant","14 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3398164_uploaded_image1_1634895995.jpg""); width: 474px;"
"1766760530-194","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3400230","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3400230_uploaded_image1_1634998844.jpg""); width: 441px;"
"1766760532-195","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3400235","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3400235_uploaded_image1_1634998926.jpg""); width: 441px;"
"1766760535-196","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-fillettes-3401225","Sandales fillettes","1 500 CFA","Patte d'oie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3401225_uploaded_image1_1635079810.jpg""); width: 520px;"
"1766760537-197","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-fillettes-3401227","Sandales fillettes","1 500 CFA","Patte d'oie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3401227_uploaded_image1_1635079924.jpg""); width: 520px;"
