web_scraper_order,web_scraper_start_url,links1,types_habits,prix,adresse,image_lien
"1767053853-809","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4874090","Pantalon kaki","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4874090_uploaded_image1_1722625585.jpg""); width: 407px;"
"1767053888-810","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/chemise-coton-4874081","Chemise coton","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4874081_uploaded_image1_1722625363.jpg""); width: 484px;"
"1767053890-811","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/stock-limite-en-cotons-4921410","Stock limité  en cotons","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4921410_uploaded_image1_1725198997.jpg""); width: 533px;"
"1767053893-812","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4921412","Ensemble Homme","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4921412_uploaded_image1_1725199054.jpg""); width: 533px;"
"1767053896-813","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/cuissard-homme-4881008","Cuissard homme","3 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4881008_uploaded_image1_1722976926.jpg""); width: 465px;"
"1767053899-814","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-cargo-4877342","Pantalon Cargo","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4877342_uploaded_image1_1722811972.jpg""); width: 484px;"
"1767053903-815","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/chaussures-homme-4877350","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4877350_uploaded_image1_1722812442.jpg""); width: 484px;"
"1767053910-816","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-4877348","Vetement homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4877348_uploaded_image2_1722812292.jpeg""); width: 484px;"
"1767053915-817","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4879184","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4879184_uploaded_image1_1722899841.jpg""); width: 484px;"
"1767053919-818","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4879177","Lacoste homme","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4879177_uploaded_image1_1722899662.jpg""); width: 484px;"
"1767053922-819","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-cargo-4879196","Pantalon Cargo","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4879196_uploaded_image1_1722900082.jpg""); width: 484px;"
"1767053925-820","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-4926937","T-shirts","4 500 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4926937_uploaded_image1_1725449171.jpg""); width: 659px;"
"1767053929-821","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/djallabe-4929862","Djallabé","5 000 CFA","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4929862_uploaded_image1_1725559179.jpg""); width: 427px;"
"1767053931-822","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/chemise-almas-4929915","Chemise Almas","11 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4929915_uploaded_image1_1725561675.jpg""); width: 548px;"
"1767053934-823","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4883267","Ensemble  homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4883267_uploaded_image1_1723072551.jpg""); width: 484px;"
"1767053939-824","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4883266","Lacoste homme","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4883266_uploaded_image1_1723072506.jpg""); width: 484px;"
"1767053942-825","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4883264","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4883264_uploaded_image1_1723072463.jpg""); width: 484px;"
"1767053945-826","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4883259","Ensemble  homme","7 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4883259_uploaded_image1_1723072381.jpg""); width: 484px;"
"1767053948-827","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/lacostes-turkey-4932545","Lacostes Turkey","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4932545_uploaded_image1_1725709947.jpg""); width: 447px;"
"1767053951-828","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/costumes-homme-4932584","Costumes homme","45 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4932584_uploaded_image1_1725710972.jpg""); width: 576px;"
"1767053954-829","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4933020","Vêtements homme","40 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4933020_uploaded_image1_1725729962.jpg""); width: 556px;"
"1767053956-830","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-4933311","Ensemble short","9 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4933311_uploaded_image1_1725749844.jpg""); width: 424px;"
"1767053959-831","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-4935399","T-shirt","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4935399_uploaded_image1_1725889135.jpg""); width: 649px;"
"1767053962-832","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/tennis-de-travail-4935814","Tennis de travail","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4935814_uploaded_image1_1725903708.jpg""); width: 456px;"
"1767053965-833","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4889020","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4889020_uploaded_image1_1723403407.jpg""); width: 484px;"
"1767053968-834","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-4889012","Jeans homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4889012_uploaded_image1_1723403288.jpg""); width: 484px;"
"1767053971-835","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4889002","Lacoste homme","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4889002_uploaded_image1_1723403052.jpg""); width: 484px;"
"1767053975-836","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4889050","Ensemble  homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4889050_uploaded_image1_1723404185.jpg""); width: 484px;"
"1767053978-837","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4889044","Ensemble  homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4889044_uploaded_image1_1723404057.jpg""); width: 484px;"
"1767053982-838","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4889035","Lacoste homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4889035_uploaded_image1_1723403801.jpg""); width: 484px;"
"1767053985-839","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4892699","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4892699_uploaded_image1_1723574927.jpg""); width: 484px;"
"1767053989-840","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-4892705","T-shirt coton","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4892705_uploaded_image1_1723575230.jpg""); width: 484px;"
"1767053993-841","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-4892712","Vetement homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4892712_uploaded_image1_1723575418.jpg""); width: 484px;"
"1767053996-842","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-4892716","Vetement homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4892716_uploaded_image1_1723575532.jpg""); width: 484px;"
"1767053999-843","https://sn.coinafrique.com/categorie/vetements-homme?page=12","https://sn.coinafrique.com/annonce/vetements-homme/complet-homme-4939919","Complet homme","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4939919_uploaded_image1_1726090799.jpg""); width: 424px;"
"1767054010-844","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-homme-4939925","Ensemble Short homme","12 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4939925_uploaded_image1_1726091019.jpg""); width: 424px;"
"1767054013-845","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4894948","Ensemble  homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4894948_uploaded_image1_1723678301.jpg""); width: 399px;"
"1767054015-846","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-cargo-4894950","Pantalon Cargo","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4894950_uploaded_image1_1723678355.jpg""); width: 484px;"
"1767054018-847","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4894962","Vetements homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4894962_uploaded_image1_1723678711.jpg""); width: 484px;"
"1767054021-848","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/maillots-4942220","maillots","120 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4942220_uploaded_image1_1726209512.jpg""); width: 453px;"
"1767054023-849","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/balles-friperie-4943370","Balles friperie","175 000 CFA","Bambey, Sénégal","background-image: url(""https://images.coinafrique.com/4943370_uploaded_image1_1726256304.jpg""); width: 384px;"
"1767054027-850","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4898157","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4898157_uploaded_image1_1723850783.jpg""); width: 484px;"
"1767054030-851","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4898162","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4898162_uploaded_image1_1723850941.jpg""); width: 484px;"
"1767054032-852","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4898170","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4898170_uploaded_image1_1723851182.jpg""); width: 484px;"
"1767054035-853","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/chaussures-homme-4898168","Chaussures homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4898168_uploaded_image1_1723851137.jpg""); width: 407px;"
"1767054037-854","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-homme-4898167","Pantalon homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4898167_uploaded_image1_1723851091.jpg""); width: 484px;"
"1767054040-855","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/culotte-coton-4915671","Culotte coton","5 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4915671_uploaded_image1_1724866857.jpg""); width: 399px;"
"1767054043-856","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4930009","Pantalon kaki","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4930009_uploaded_image1_1725563766.jpg""); width: 484px;"
"1767054046-857","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-cargo-4930006","Pantalon Cargo","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4930006_uploaded_image1_1725563707.jpg""); width: 484px;"
"1767054050-858","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-cargo-4929984","Pantalon cargo","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4929984_uploaded_image1_1725563487.jpg""); width: 484px;"
"1767054053-859","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/jogging-4929981","Jogging","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4929981_uploaded_image1_1725563399.jpg""); width: 484px;"
"1767054056-860","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4929994","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4929994_uploaded_image1_1725563538.jpg""); width: 484px;"
"1767054059-861","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-homme-4925741","Pantalon homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4925741_uploaded_image1_1725390305.jpg""); width: 484px;"
"1767054062-862","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4929997","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4929997_uploaded_image1_1725563592.jpg""); width: 484px;"
"1767054065-863","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4925755","Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4925755_uploaded_image1_1725390661.jpg""); width: 484px;"
"1767054067-864","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/chemise-coton-4925727","Chemise coton","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4925727_uploaded_image1_1725389955.jpg""); width: 484px;"
"1767054071-865","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/chemise-coton-4925729","Chemise coton","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4925729_uploaded_image1_1725390014.jpg""); width: 484px;"
"1767054075-866","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4925723","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4925723_uploaded_image1_1725389847.jpg""); width: 484px;"
"1767054077-867","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/sac-a-dos-4930016","Sac à dos","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4930016_uploaded_image1_1725563891.jpg""); width: 484px;"
"1767054080-868","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-4930014","Pantalon jean","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4930014_uploaded_image1_1725563835.jpg""); width: 484px;"
"1767054083-869","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/jogging-4925734","Jogging","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4925734_uploaded_image1_1725390144.jpg""); width: 407px;"
"1767054086-870","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4930017","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4930017_uploaded_image1_1725563934.jpg""); width: 484px;"
"1767054089-871","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4930020","Lacoste homme","5 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4930020_uploaded_image1_1725563987.jpg""); width: 484px;"
"1767054092-872","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/calcon-coton-4930027","Calçon coton","12 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4930027_uploaded_image1_1725564139.jpg""); width: 484px;"
"1767054095-873","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/calcon-coton-4930034","Calçon coton","12 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4930034_uploaded_image1_1725564284.jpg""); width: 484px;"
"1767054098-874","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4930035","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4930035_uploaded_image1_1725564373.jpg""); width: 484px;"
"1767054102-875","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4931865","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4931865_uploaded_image1_1725656699.jpg""); width: 484px;"
"1767054105-876","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-coton-4931875","Ensemble coton","12 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4931875_uploaded_image1_1725657102.jpg""); width: 484px;"
"1767054107-877","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-homme-4908580","Pantalon homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4908580_uploaded_image1_1724443813.jpg""); width: 484px;"
"1767054110-878","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-4931882","Lacoste","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4931882_uploaded_image1_1725657473.jpg""); width: 484px;"
"1767054113-879","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4908575","Ensemble  homme","45 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4908575_uploaded_image1_1724443643.jpg""); width: 484px;"
"1767054116-880","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4908578","Chemise homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4908578_uploaded_image1_1724443699.jpg""); width: 484px;"
"1767054119-881","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4945883","Lacoste homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4945883_uploaded_image1_1726437780.jpg""); width: 484px;"
"1767054121-882","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jeans-4945891","Pantalon jeans","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4945891_uploaded_image1_1726437923.jpg""); width: 484px;"
"1767054124-883","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4908584","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4908584_uploaded_image1_1724443897.jpg""); width: 484px;"
"1767054127-884","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4908589","Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4908589_uploaded_image1_1724444091.jpg""); width: 484px;"
"1767054129-885","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/culotte-4945904","Culotte","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4945904_uploaded_image1_1726438337.jpg""); width: 399px;"
"1767054132-886","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-4908599","T-shirt coton","3 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4908599_uploaded_image1_1724444468.jpg""); width: 484px;"
"1767054135-887","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/calcon-coton-4908596","Calçon coton","12 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4908596_uploaded_image1_1724444366.jpg""); width: 484px;"
"1767054138-888","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/culottes-coton-4908602","Culottes coton","4 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4908602_uploaded_image1_1724444620.jpg""); width: 484px;"
"1767054140-889","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4945942","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4945942_uploaded_image1_1726439414.jpg""); width: 399px;"
"1767054143-890","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-cargo-4931914","Pantalon cargo","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4931914_uploaded_image1_1725659396.jpg""); width: 484px;"
"1767054146-891","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4934548","Ensemble  homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4934548_uploaded_image1_1725833444.jpg""); width: 484px;"
"1767054149-892","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4934541","Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4934541_uploaded_image1_1725833252.jpg""); width: 484px;"
"1767054151-893","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/jogging-4934542","Jogging","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4934542_uploaded_image1_1725833297.jpg""); width: 407px;"
"1767054154-894","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4934537","Ensemble  homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4934537_uploaded_image1_1725833194.jpg""); width: 399px;"
"1767054157-895","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4931918","Ensemble  homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4931918_uploaded_image1_1725659586.jpg""); width: 484px;"
"1767054160-896","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-4945961","Pantalon kaki","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4945961_uploaded_image1_1726439959.jpg""); width: 484px;"
"1767054162-897","https://sn.coinafrique.com/categorie/vetements-homme?page=11","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4945966","Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4945966_uploaded_image1_1726440059.jpg""); width: 407px;"
