web_scraper_order,web_scraper_start_url,links1,types_habits,prix,adresse,image_lien
"1767049765-1","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4428748","Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4428748_uploaded_image1_1698170953.jpg""); width: 484px;"
"1767049770-2","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4428752","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4428752_uploaded_image1_1698171233.jpg""); width: 484px;"
"1767049772-3","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/cargo-homme-4428755","Cargo homme","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4428755_uploaded_image1_1698171301.jpg""); width: 484px;"
"1767049775-4","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4433204","Vêtements homme","15 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4433204_uploaded_image1_1698434002.jpg""); width: 484px;"
"1767049778-5","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4433202","Vêtements homme","15 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4433202_uploaded_image1_1698433926.jpg""); width: 484px;"
"1767049781-6","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4433207","Vêtements homme","12 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4433207_uploaded_image1_1698434174.jpg""); width: 465px;"
"1767049784-7","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4433205","Vêtements homme","15 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4433205_uploaded_image1_1698434093.jpg""); width: 484px;"
"1767049787-8","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4433215","Vêtements homme","15 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4433215_uploaded_image1_1698434533.jpg""); width: 484px;"
"1767049790-9","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-4470166","Pantalons","7 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4470166_uploaded_image1_1700773565.jpg""); width: 655px;"
"1767049793-10","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-4470663","Costume africain","18 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4470663_uploaded_image1_1700818821.jpg""); width: 546px;"
"1767049796-11","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4471285","Ensemble homme","12 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4471285_uploaded_image1_1700845567.jpg""); width: 494px;"
"1767049802-12","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-4432073","Chemises homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4432073_uploaded_image2_1698360578.jpeg""); width: 484px;"
"1767049805-13","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-en-coton-4432078","T-shirts en coton","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4432078_uploaded_image1_1698360731.jpg""); width: 484px;"
"1767049810-14","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-homme-4432074","T-shirts homme","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4432074_uploaded_image1_1698360638.jpg""); width: 484px;"
"1767049815-15","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/jogging-homme-4432087","Jogging homme","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4432087_uploaded_image1_1698360963.jpg""); width: 484px;"
"1767049818-16","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4432083","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4432083_uploaded_image1_1698360889.jpg""); width: 484px;"
"1767049823-17","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4432098","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4432098_uploaded_image1_1698361263.jpg""); width: 484px;"
"1767049830-18","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-cargo-homme-4432090","Pantalons cargo homme","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4432090_uploaded_image1_1698361040.jpg""); width: 407px;"
"1767049834-19","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4434544","Vêtements homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4434544_uploaded_image1_1698579918.jpg""); width: 484px;"
"1767049859-20","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4434547","Vêtements homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4434547_uploaded_image1_1698580031.jpg""); width: 484px;"
"1767049866-21","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4434798","Vêtements homme","12 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4434798_uploaded_image1_1698599223.jpg""); width: 465px;"
"1767049871-22","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-4472428","Pull-over","7 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4472428_uploaded_image1_1700936462.jpg""); width: 374px;"
"1767049877-23","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/chemise-coton-4434968","Chemise coton","8 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4434968_uploaded_image1_1698608779.jpg""); width: 484px;"
"1767049881-24","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4434970","Ensemble homme","9 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4434970_uploaded_image1_1698608870.jpg""); width: 484px;"
"1767049888-25","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-zara-4473318","Pantalon Kaki Zara","8 500 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4473318_uploaded_image2_1701015969.jpeg""); width: 433px;"
"1767049894-26","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4473336","Chemise homme","10 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4473336_uploaded_image2_1701016661.jpeg""); width: 433px;"
"1767049903-27","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/chemise-africaine-homme-4462999","Chemise africaine homme","15 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4462999_uploaded_image2_1700308312.jpeg""); width: 537px;"
"1767049916-28","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-cargo-4435053","Pantalon Cargo","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4435053_uploaded_image2_1698614528.jpeg""); width: 484px;"
"1767049924-29","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4435057","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4435057_uploaded_image2_1698614715.jpeg""); width: 484px;"
"1767049932-30","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-4435058","Lacoste","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4435058_uploaded_image2_1698614772.jpeg""); width: 484px;"
"1767049941-31","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4435060","Ensemble homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4435060_uploaded_image2_1698614881.jpeg""); width: 484px;"
"1767049945-32","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4435067","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4435067_uploaded_image1_1698615079.jpg""); width: 484px;"
"1767049951-33","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4435064","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4435064_uploaded_image2_1698615001.jpeg""); width: 484px;"
"1767049955-34","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-cargo-4435073","Pantalon Cargo","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4435073_uploaded_image1_1698615258.jpg""); width: 407px;"
"1767049959-35","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-4435072","Jeans homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4435072_uploaded_image1_1698615182.jpg""); width: 484px;"
"1767049963-36","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4438548","Vêtements homme","12 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4438548_uploaded_image1_1698846462.jpg""); width: 465px;"
"1767049968-37","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pull-collant-4438562","Pull collant","5 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4438562_uploaded_image1_1698846775.jpg""); width: 484px;"
"1767049973-38","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/chemise-africaine-homme-4447932","Chemise africaine homme","150 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4447932_uploaded_image1_1699382926.jpg""); width: 671px;"
"1767049976-39","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-4436287","T-shirt","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4436287_uploaded_image1_1698707760.jpg""); width: 484px;"
"1767049980-40","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4437508","Ensemble homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4437508_uploaded_image1_1698786319.jpg""); width: 484px;"
"1767049984-41","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4437510","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4437510_uploaded_image1_1698786384.jpg""); width: 484px;"
"1767049987-42","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4437512","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4437512_uploaded_image1_1698786445.jpg""); width: 399px;"
"1767049990-43","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4437525","Chemise homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4437525_uploaded_image1_1698786942.jpg""); width: 484px;"
"1767049993-44","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pull-capuche-4478099","Pull capuche","3 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4478099_uploaded_image1_1701307376.jpg""); width: 448px;"
"1767049996-45","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-4478853","Pull-over","20 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4478853_uploaded_image1_1701351381.jpg""); width: 535px;"
"1767050000-46","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-4478868","Chemises homme","8 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4478868_uploaded_image2_1701351872.jpeg""); width: 535px;"
"1767050003-47","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4442505","Ensemble homme","12 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4442505_uploaded_image1_1699033518.jpg""); width: 465px;"
"1767050006-48","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4442496","Ensemble homme","12 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4442496_uploaded_image1_1699033345.jpg""); width: 484px;"
"1767050009-49","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-4479373","Costume africain","20 000 CFA","Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4479373_uploaded_image1_1701374074.jpg""); width: 409px;"
"1767050012-50","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4439376","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4439376_uploaded_image1_1698876640.jpg""); width: 484px;"
"1767050015-51","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/polos-lacoste-4439378","Polos Lacoste","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4439378_uploaded_image1_1698876752.jpg""); width: 484px;"
"1767050018-52","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4439364","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4439364_uploaded_image1_1698876291.jpg""); width: 484px;"
"1767050021-53","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4439423","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4439423_uploaded_image1_1698878458.jpg""); width: 407px;"
"1767050024-54","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4439415","Chemise homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4439415_uploaded_image1_1698878285.jpg""); width: 407px;"
"1767050027-55","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4480384","Ensemble homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4480384_uploaded_image3_1701464241.jpeg""); width: 396px;"
"1767050030-56","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-blouson-4480847","Pantalon blouson","2 500 CFA","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4480847_uploaded_image1_1701453327.jpg""); width: 479px;"
"1767050033-57","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4443860","Vêtements homme","8 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4443860_uploaded_image1_1699121868.jpg""); width: 484px;"
"1767050036-58","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4443865","Vêtements homme","8 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4443865_uploaded_image1_1699122042.jpg""); width: 484px;"
"1767050039-59","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4443869","Vêtements homme","8 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4443869_uploaded_image1_1699122140.jpg""); width: 484px;"
"1767050042-60","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4443873","Vêtements homme","13 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4443873_uploaded_image1_1699122914.jpg""); width: 484px;"
"1767050045-61","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4443876","Vêtements homme","13 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4443876_uploaded_image1_1699123127.jpg""); width: 484px;"
"1767050048-62","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-homme-4443933","Pantalon homme","8 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4443933_uploaded_image1_1699125409.jpg""); width: 484px;"
"1767050051-63","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4443939","Vêtements homme","15 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4443939_uploaded_image1_1699125806.jpg""); width: 484px;"
"1767050054-64","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/jean-premium-4481002","Jean Premium","12 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4481002_uploaded_image1_1701461437.jpg""); width: 374px;"
"1767050057-65","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4444666","Vêtements homme","15 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444666_uploaded_image1_1699191497.jpg""); width: 484px;"
"1767050082-66","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4444669","Vêtements homme","13 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444669_uploaded_image2_1699191587.jpeg""); width: 465px;"
"1767050087-67","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4444670","Vêtements homme","13 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444670_uploaded_image1_1699191701.jpg""); width: 465px;"
"1767050096-68","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4444948","Vêtements homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444948_uploaded_image1_1699207495.jpg""); width: 484px;"
"1767050100-69","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-4444954","Vêtements homme","20 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444954_uploaded_image1_1699207643.jpg""); width: 484px;"
"1767050110-70","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-4452173","Pull over","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4452173_uploaded_image1_1699621237.jpg""); width: 484px;"
"1767050113-71","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4452177","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4452177_uploaded_image1_1699621372.jpg""); width: 484px;"
"1767050117-72","https://sn.coinafrique.com/categorie/vetements-homme?page=22","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-4483154","Chemise homme","10 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4483154_uploaded_image1_1701615700.jpg""); width: 421px;"
"1767050131-73","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/jacket-homme-4483318","Jacket homme","6 000 CFA","Colobane, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4483318_uploaded_image1_1701626735.jpg""); width: 643px;"
"1767050135-74","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4444814","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444814_uploaded_image1_1699200269.jpg""); width: 484px;"
"1767050139-75","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/polos-lacoste-4452477","Polos Lacoste","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4452477_uploaded_image1_1699633841.jpg""); width: 484px;"
"1767050143-76","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-4452478","T-shirt","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4452478_uploaded_image1_1699633898.jpg""); width: 484px;"
"1767050148-77","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/polos-lacoste-homme-4452480","Polos Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4452480_uploaded_image1_1699633973.jpg""); width: 484px;"
"1767050151-78","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-4444847","Jeans homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444847_uploaded_image1_1699201405.jpg""); width: 484px;"
"1767050156-79","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4444867","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444867_uploaded_image1_1699202149.jpg""); width: 484px;"
"1767050159-80","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/lacostes-homme-4452528","Lacostes homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4452528_uploaded_image1_1699635550.jpg""); width: 484px;"
"1767050162-81","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4444862","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444862_uploaded_image1_1699201953.jpg""); width: 399px;"
"1767050169-82","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4444854","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444854_uploaded_image2_1699201766.jpeg""); width: 484px;"
"1767050173-83","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-4444856","T-shirt  coton","4 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444856_uploaded_image1_1699201868.jpg""); width: 407px;"
"1767050177-84","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4444874","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444874_uploaded_image1_1699202681.jpg""); width: 484px;"
"1767050181-85","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4444872","Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444872_uploaded_image1_1699202547.jpg""); width: 407px;"
"1767050184-86","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4444871","Lacoste homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444871_uploaded_image1_1699202447.jpg""); width: 484px;"
"1767050187-87","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4444869","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444869_uploaded_image1_1699202353.jpg""); width: 484px;"
"1767050191-88","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-4444877","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4444877_uploaded_image1_1699202836.jpg""); width: 484px;"
"1767050195-89","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/cargo-homme-4455012","Cargo homme","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4455012_uploaded_image1_1699812373.jpg""); width: 484px;"
"1767050200-90","https://sn.coinafrique.com/categorie/vetements-homme?page=21","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-4455015","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4455015_uploaded_image1_1699812532.jpg""); width: 484px;"
